Group,Group_Name,TSBI_Score,Balance,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,V2_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v2_Score,v2_v1_Score,v2_v2_Score,v1_v1_ModelNumber,v1_v2_ModelNumber,v2_v1_ModelNumber,v2_v2_ModelNumber
TS241,elofsson,68.09008344122637,0.8116316394823919,83.89284021092374,49.84779849031055,34.045041720613185,TS241_v1_3,TS241_v2_2,49.84779849031055,v1_v1,49.84779849031055,,,34.045041720613185,3.0,,,2.0
TS304,AF3-server,68.09008344122637,0.8116316394823919,83.89284021092374,49.84779849031055,34.045041720613185,TS304_v1_3,TS304_v2_2,49.84779849031055,v1_v1,49.84779849031055,,,34.045041720613185,3.0,,,2.0
TS235,isyslab-hust,68.95070386348229,0.852652407798495,80.86613399885832,46.39078206711717,34.475351931741145,TS235_v1_2,TS235_v2_5,46.39078206711717,v1_v1,46.39078206711717,,,34.475351931741145,2.0,,,5.0
TS435,RNAFOLDX,58.44774256152288,0.7618544105007603,76.71773209674757,47.49386081598613,29.223871280761443,TS435_v1_5,TS435_v2_6,47.49386081598613,v1_v1,47.49386081598613,,,29.223871280761443,5.0,,,6.0
TS369,Bhattacharya,63.79254120706514,0.8857004047493101,72.02496562606977,40.1286950225372,31.896270603532574,TS369_v1_2,TS369_v2_5,40.1286950225372,v1_v1,40.1286950225372,,,31.896270603532574,2.0,,,5.0
TS006,RNA_Dojo,61.546962659552335,0.8759820465494375,70.26052976997724,30.773481329776168,39.487048440201065,TS006_v1_1,TS006_v2_3,39.487048440201065,v2_v2,30.773481329776168,,,39.487048440201065,1.0,,,3.0
TS272,GromihaLab,61.4227791545597,0.9908135891754989,61.99226557406463,30.71138957727985,31.280875996784783,TS272_v1_1,TS272_v2_5,31.280875996784783,v2_v2,30.71138957727985,,,31.280875996784783,1.0,,,5.0
TS231,B-LAB,56.16628272427418,0.9301131921683142,60.386502629144815,28.08314136213709,32.30336126700772,TS231_v1_1,TS231_v2_5,32.30336126700772,v2_v2,28.08314136213709,,,32.30336126700772,1.0,,,5.0
TS238,BRIQX,23.327969202352374,0.4692613115352343,49.71210843278906,11.66398460117619,38.04812383161287,TS238_v1_2,TS238_v2_5,38.04812383161287,v2_v2,11.66398460117619,,,38.04812383161287,2.0,,,5.0
TS159,406,34.976932923488,0.7175613204368725,48.7441726961997,31.255706234455698,17.488466461744004,TS159_v1_2,TS159_v2_1,31.255706234455698,v1_v1,31.255706234455698,,,17.488466461744004,2.0,,,1.0
TS267,kiharalab_server,38.04667751623224,0.9004844420335036,42.25134354383068,19.02333875811612,23.228004785714557,TS267_v1_1,TS267_v2_3,23.228004785714557,v2_v2,19.02333875811612,,,23.228004785714557,1.0,,,3.0
TS294,KiharaLab,20.29537982248631,0.48440597291975107,41.897459893312536,10.147689911243155,31.74976998206938,TS294_v1_4,TS294_v2_1,31.74976998206938,v2_v2,10.147689911243155,,,31.74976998206938,4.0,,,1.0
TS167,OpenComplex,18.419171425691236,0.447339853752874,41.17489481692061,9.209585712845616,31.965309104074993,TS167_v1_5,TS167_v2_2,31.965309104074993,v2_v2,9.209585712845616,,,31.965309104074993,5.0,,,2.0
TS156,SoutheRNA,31.586010773946924,0.7753230542331256,40.73916105227742,24.946155665303955,15.793005386973462,TS156_v1_1,TS156_v2_4,24.946155665303955,v1_v1,24.946155665303955,,,15.793005386973462,1.0,,,4.0
