Group,Group_Name,TSBI_Score,Balance,Combined_Score,Best_v1_ref,Best_v2_ref,V1_Model_For_Combined_Score,V2_Model_For_Combined_Score,Best_Score,Best_Source,v1_v1_Score,v1_v2_Score,v2_v1_Score,v2_v2_Score,v1_v1_ModelNumber,v1_v2_ModelNumber,v2_v1_ModelNumber,v2_v2_ModelNumber
TS435,RNAFOLDX,103.86564430028439,0.9708431568348127,106.98498884094926,55.05216669080706,51.932822150142194,TS435_v1_5,TS435_v2_6,55.05216669080706,v1_v1,55.05216669080706,,,51.932822150142194,5.0,,,6.0
TS241,elofsson,86.9674647292152,0.8632837208857258,100.74030428835947,57.25657192375187,43.4837323646076,TS241_v1_3,TS241_v2_2,57.25657192375187,v1_v1,57.25657192375187,,,43.4837323646076,3.0,,,2.0
TS304,AF3-server,86.9674647292152,0.8632837208857258,100.74030428835947,57.25657192375187,43.4837323646076,TS304_v1_3,TS304_v2_2,57.25657192375187,v1_v1,57.25657192375187,,,43.4837323646076,3.0,,,2.0
TS235,isyslab-hust,89.8712666927549,0.915921609576382,98.12113367902825,53.1855003326508,44.93563334637744,TS235_v1_2,TS235_v2_5,53.1855003326508,v1_v1,53.1855003326508,,,44.93563334637744,2.0,,,5.0
TS231,B-LAB,94.36313748979127,0.9763645782063547,96.64744051155819,49.46587176666255,47.18156874489563,TS231_v1_1,TS231_v2_5,49.46587176666255,v1_v1,49.46587176666255,,,47.18156874489563,1.0,,,5.0
TS006,RNA_Dojo,92.62545356751693,0.9672274811086436,95.76387703681549,46.312726783758464,49.45115025305702,TS006_v1_2,TS006_v2_5,49.45115025305702,v2_v2,46.312726783758464,,,49.45115025305702,2.0,,,5.0
TS159,406,77.99711739441557,0.8155813666703755,95.6337657796672,38.998558697207784,56.63520708245942,TS159_v1_4,TS159_v2_1,56.63520708245942,v2_v2,38.998558697207784,,,56.63520708245942,4.0,,,1.0
TS369,Bhattacharya,81.2470989206868,0.923545510874949,87.97303215053786,47.34948269019446,40.6235494603434,TS369_v1_2,TS369_v2_5,47.34948269019446,v1_v1,47.34948269019446,,,40.6235494603434,2.0,,,5.0
TS267,kiharalab_server,82.3470879164831,0.9484701236185195,86.82096132065791,41.17354395824155,45.64741736241636,TS267_v1_1,TS267_v2_3,45.64741736241636,v2_v2,41.17354395824155,,,45.64741736241636,1.0,,,3.0
TS417,GuangzhouRNA-meta,69.55127001962363,0.8330564669098441,83.48926247174872,34.775635009811815,48.7136274619369,TS417_v1_5,TS417_v2_4,48.7136274619369,v2_v2,34.775635009811815,,,48.7136274619369,5.0,,,4.0
